小区名;小区地址;建筑年代;建筑类型;物业费用;物业公司;开发商;楼栋总数;房屋总数;附近门店
清华大学西北小区;(海淀圆明园)中关村北大街;1995年建成;板楼;暂无信息;暂无信息;暂无信息;16栋;1058户;暂无门店信息
颐安嘉园别墅区;(海淀紫竹桥)颐安嘉园;2002年建成;未知类型;暂无信息;暂无信息;北京颐安房地产股份有限公司;17栋;18户;玲珑路店/北京市海淀区北洼路29号院底商
永定路26号院;(海淀五棵松)永定路26号院;暂无信息;板楼/塔板结合;暂无信息;暂无信息;暂无信息;10栋;857户;金沟河店/海淀区金沟河路5号院801号楼1层3-1-1号
五路居小区;(海淀四季青)五棵松路甲49号院;2000年建成;板楼;暂无信息;暂无信息;暂无信息;3栋;240户;美丽园店/海淀区营慧寺美丽园中路美丽园小区西门底商
翠湖别墅B区;(海淀海淀北部新区)翠湖路8号;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;2栋;2户;暂无门店信息
民族大学青年公寓;(海淀魏公村)民族大学青年公寓;2000年建成;板楼;暂无信息;暂无信息;暂无信息;1栋;199户;民族大学店/海淀区魏公村小区17号楼1层1门1号
北太平路17号院;(海淀五棵松)北太平路17号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;2栋;90户;永定路五一店/海淀区永定路西里2号楼底商
中关村南大街甲34号;(海淀白石桥)中关村南大街甲34号;1992年建成;未知类型;暂无信息;暂无信息;暂无信息;1栋;72户;大慧寺店/海淀大慧寺路5号（粮店）
凤凰麓景;(海淀海淀北部新区)苏家坨镇中心区A地块（A-5）;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;21栋;1242户;暂无门店信息
景王坟13号院;(海淀甘家口)景王坟13号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;1栋;6户;增光佳苑店/海淀区增光路27号院3号楼底商一层27-5层
小关街120号;(海淀牡丹园)花园路小关街120号;1990年建成;平房;暂无信息;无物业管理服务;暂无信息;1栋;7户;马甸店/朝阳区华严北里甲一号
万寿路西街甲11号院;(海淀万寿路)万寿路西街甲11号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;1栋;176户;长安街店/海淀区复兴路丙65号(西翠路12号3-101)
首开凯盛街;(海淀海淀北部新区)海淀温泉镇白家疃村;暂无信息;未知类型;暂无信息;北京宝景物业管理有限公司;北京首都开发股份有限公司;10栋;57户;北辰香麓店/海淀区显龙山路19号1幢1层2座121号
国际关系学院校内;(海淀颐和园)坡上村12号;1995年建成;板楼;暂无信息;海淀建设委员会;暂无信息;14栋;414户;暂无门店信息
花园路甲9号院;(海淀牡丹园)花园路甲9号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;90户;花园北路店/海淀区花园北路36号底墒
肖家河新村西区;(海淀马连洼)肖家河新村西区;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;12栋;1050户;肖家河店/天秀花园荷塘月舍1号楼004B
北三环中路甲38号院;(海淀小西天)北三环中路甲38号院;1976年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;84户;北师大店/西城区新街口外大街6-10
翠微路21号院;(海淀公主坟)翠微路21号院;1982年建成;板楼;暂无信息;暂无信息;暂无信息;4栋;126户;华尔街店/海淀区吴家场路1号院3号楼底商
军乐团;(海淀紫竹桥)紫竹院路100号;1995年建成;板楼/塔板结合;暂无信息;暂无信息;暂无信息;17栋;725户;财智公馆店/海淀区长智路5号
亮甲店;(海淀海淀北部新区)亮甲店;1998年建成;板楼;暂无信息;暂无信息;暂无信息;18栋;894户;暂无门店信息
首体南路;(海淀甘家口)首体南路;1996年建成;板楼;暂无信息;暂无信息;暂无信息;3栋;63户;国兴家园店/海淀区首体南路2号东区7栋
万寿路甲2号院;(海淀万寿路)万寿路甲2号院;2009年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;416户;紫金长安一店/海淀西翠路17号院19号楼1层商铺3
小营西路30号院;(海淀清河)小营西路30号院;1998年建成;塔楼/板楼/塔板结合;暂无信息;暂无信息;暂无信息;6栋;690户;橡树湾中心店/海淀学府树家园3号楼3-1底墒
小营西路31号院;(海淀安宁庄)小营西路31号院;1998年建成;板楼/塔板结合;暂无信息;暂无信息;暂无信息;13栋;891户;清上园一店/海淀区清上园6号楼
玉泉路68号院;(海淀玉泉路)玉泉路68号院;2000年建成;板楼/塔板结合;暂无信息;暂无信息;暂无信息;23栋;1625户;沁山水上品店/北京市石景山区玉泉路65号院东5号楼商铺
颐西庄园;(海淀海淀北部新区)颐西庄园;2000年建成;未知类型;暂无信息;暂无信息;暂无信息;13栋;14户;暂无门店信息
人民大学南路1号院;(海淀苏州桥)人民大学南路1号院;1999年建成;板楼;暂无信息;暂无信息;暂无信息;5栋;353户;紫金庄园一店/北京市海淀区万泉河路68号紫金庄园七号楼底商
高梁桥斜街19号院;(海淀白石桥)高梁桥斜街;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;36户;交大嘉园店/海淀区交通大学路1号院交大嘉园3-4号底商
厂洼东一街厂洼3号院;(海淀厂洼)厂洼东一街厂洼3号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;3户;厂洼街一店/海淀厂洼街7号院1号楼1层底商
后沙涧;(海淀海淀其它)后沙涧;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;12户;暂无门店信息
学院南路甲82号院;(海淀白石桥)学院南路甲82号院;2009年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;128户;韦伯豪家园店/海淀区韦伯豪家园6号楼对面链家地产
万寿路6号院;(海淀万寿路)万寿路6号院;1993年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;96户;紫金店/海淀区西翠路17号院20号楼一层商铺8
新建宫门6号院;(海淀颐和园)新建宫门6号院;1999年建成;未知类型;暂无信息;暂无信息;暂无信息;1栋;7户;暂无门店信息
太平路27号院;(海淀五棵松)太平路27号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;3栋;108户;永定路一店/海淀区永定路西里二号楼首层
阜成路6号院;(海淀甘家口)阜成路6号院;1980年建成;未知类型;暂无信息;暂无信息;暂无信息;5栋;356户;中海馥园一店/海淀增光路37号院中海馥园3号楼1层106
中关村大街42号;(海淀双榆树)中关村大街;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;1栋;5户;华星影城店/海淀区双榆树西里工商银行东侧商铺门面
紫竹院南路13号院;(海淀紫竹桥)紫竹院南路13号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;1栋;30户;主语城店/海淀区首体南路9号主语家园17号楼1－103
北洼路83号院;(海淀定慧寺)北洼路83号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;0栋;0户;玲珑路店/北京市海淀区北洼路29号院底商
花园路17号院;(海淀北太平庄)花园路17号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;2栋;630户;北师大店/西城区新街口外大街6-10
健安西路32号院;(海淀北太平庄)健安西路32号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;2栋;108户;塔院南门店/海淀北土城西路185号
六里屯三区;(海淀海淀北部新区)西北旺永丰路;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;8栋;1030户;暂无门店信息
远大路22号院;(海淀世纪城)远大路22号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;4栋;273户;新远大园店/海淀区远大园五区甲三号楼
门头馨园南区;(海淀西山)闵庄路门头馨园南区;暂无信息;塔楼/板楼;暂无信息;暂无信息;暂无信息;7栋;458户;暂无门店信息
阜成路28号院;(海淀定慧寺)阜成路28号院;1980年建成;板楼;暂无信息;暂无信息;暂无信息;7栋;379户;翠微西里店/海淀区翠微东里小吃店1屋西2
防化局宿舍;(海淀清河)永泰庄北路40号院;2007年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;346户;清河地铁店/海淀区永泰中路永泰庄地铁A口旁边
阜石路15号院;(海淀玉泉路)阜石路15号院;暂无信息;板楼/塔板结合;暂无信息;暂无信息;暂无信息;7栋;530户;玉海园五里店/海淀玉海园五里16号楼5门102号及6门101号
复兴路24号院;(海淀万寿路)复兴路24号院;1989年建成;塔楼/板楼/塔板结合;暂无信息;暂无信息;暂无信息;7栋;362户;长安街店/海淀区复兴路丙65号(西翠路12号3-101)
花园新区;(海淀清河)朱房路16号;暂无信息;塔板结合;暂无信息;暂无信息;暂无信息;1栋;305户;五彩城店/橡树湾二期7-8底商
肖家河新村东区;(海淀马连洼)海淀肖家河新村东区;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;11栋;1756户;肖家河店/天秀花园荷塘月舍1号楼004B
北蜂窝路29号院;(海淀军博)北蜂窝路29号院;1997年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;126户;会城门店/海淀区北蜂窝中路甲8号
半截塔2号院;(海淀紫竹桥)半截塔2号院;1990年建成;板楼;暂无信息;暂无信息;暂无信息;8栋;318户;主语城店/海淀区首体南路9号主语家园17号楼1－103
北三环中路36号院;(海淀小西天)北三环中路36号院;1980年建成;板楼;暂无信息;单位自管物业;暂无信息;5栋;193户;北师大店/西城区新街口外大街6-10
北太平庄44号院;(海淀小西天)北太平庄44号院;1985年建成;板楼;暂无信息;暂无信息;暂无信息;1栋;90户;北师大店/西城区新街口外大街6-10
翠微路10号院;(海淀公主坟)翠微路10号院;1998年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;210户;玉渊潭南路店/海淀区翠微路甲24号6号7号门脸
翠微路24号院;(海淀公主坟)翠微路24号院;1990年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;72户;翠微店/海淀区翠微南里2号楼1层临7号
厂洼西街甲2号院;(海淀厂洼)厂洼西街甲2号院;1990年建成;板楼;暂无信息;暂无信息;暂无信息;7栋;228户;厂洼街一店/海淀厂洼街7号院1号楼1层底商
交大东路18号院;(海淀西直门)交大东路18号院;2000年建成;塔楼/塔板结合;暂无信息;暂无信息;暂无信息;8栋;1422户;交通大学店/海淀区交通大学路1号院5号楼底商
嘉豪国际中心;(海淀四季青)紫竹院路116号;2004年建成;塔楼/板楼;4元/平米/月;北京瑞赢酒店物业管理有限公司;北京华顺方圆房地产开发有限公司;4栋;904户;曙光花园中心店/海淀区彰化路曙光花园望山园10底商
人民大学林园;(海淀苏州桥)林园;1992年建成;板楼;暂无信息;暂无信息;暂无信息;5栋;213户;豪景佳苑店/海淀区知春路108号1号楼1层
首都师范大学教学区;(海淀定慧寺)首都师范大学教学区;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;18户;花园桥地铁店/西三环北路97号
什坊院1号院;(海淀公主坟)什坊院1号院;1975年建成;板楼/塔板结合;暂无信息;暂无信息;暂无信息;6栋;560户;北蜂窝一店/北蜂窝路63号院底商
太平路50号院;(海淀玉泉路)太平路50号;暂无信息;板楼;暂无信息;暂无信息;暂无信息;5栋;108户;沁山水上品店/北京市石景山区玉泉路65号院东5号楼商铺
天兆家园平房;(海淀西直门)天兆家园平房;暂无信息;平房;暂无信息;暂无信息;暂无信息;2栋;4户;天兆家园东门店/海淀区明光村16楼南侧
武警五支队家属院;(海淀清河)永泰庄6号院;1983年建成;板楼;暂无信息;暂无信息;暂无信息;3栋;219户;永泰园店/海淀区清河永泰庄公交党校北门门面房
五棵松路117号;(海淀五棵松)五棵松路117号;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;72户;五棵松胜利店/海淀区西四环中路19号院（五棵松饭店楼下）
卫生局宿舍;(海淀清河)清河三街海淀卫生局家属楼1号院;2000年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;144户;力度店/海淀区清河中介69号院1层63-31
西八里庄北里甲1号院;(海淀定慧寺)西八里庄北里甲1号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;1栋;6户;绿波国际店/海淀区五路居裕泽园小区6号楼底商
西翠路3号院;(海淀五棵松)万寿路街道西翠路3号;1986年建成;板楼;暂无信息;暂无信息;暂无信息;8栋;476户;今日家园店/海淀区西翠路5号今日家园6号楼底商
西小营新村;(海淀海淀北部新区)温泉苏家坨镇;暂无信息;板楼;暂无信息;暂无信息;暂无信息;3栋;192户;暂无门店信息
中关村956号;(海淀中关村)中关村956号;2009年建成;塔板结合;暂无信息;暂无信息;暂无信息;1栋;216户;黄庄新店/海淀区中关村南路55号链家地产
中坞别墅;(海淀颐和园)玉泉山3号中坞新村;1992年建成;板楼;暂无信息;暂无信息;暂无信息;87栋;102户;暂无门店信息
总装备部家属区;(海淀安宁庄)安宁庄东路28号;1995年建成;板楼/塔板结合;暂无信息;暂无信息;暂无信息;8栋;812户;安宁庄东路店/海淀安宁庄东路30号商业楼首层101商铺
万寿路61号院;(海淀公主坟)万寿路61号院;1990年建成;板楼;暂无信息;暂无信息;暂无信息;2栋;30户;育英中学店/海淀区复兴路61号
永定路乙19号院;(海淀五棵松)永定路乙19号院;1987年建成;塔板结合;暂无信息;暂无信息;暂无信息;2栋;108户;玉海园七店/海淀区采石路玉海园5里20号楼一层10号门
友谊里10号院;(海淀甘家口)友谊里10号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;1栋;1户;工商大学店/海淀区阜成路33号院甲1号楼3单元303
瀚河园;(海淀西山)河路与闵庄路交叉口西北角;2011年建成;板楼;暂无信息;暂无信息;暂无信息;7栋;690户;自在香山店/海淀区瀚河园
嘉德乐公馆;(海淀四季青)四季青杏石口路乙18号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;3栋;52户;暂无门店信息
北路1号院;(海淀上地)北路1号院;2000年建成;未知类型;暂无信息;暂无信息;暂无信息;1栋;36户;西二旗城铁店/海淀西二旗智学苑14号楼105
北京体育大学颐清园;(海淀五道口)上地桥东路;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;7栋;493户;暂无门店信息
北小马厂4号院;(海淀军博)北小马厂4号院;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;2栋;118户;荣丰嘉园店/西城区广安门外大街305号八区12号楼底商
前沙涧北区;(海淀海淀其它)前沙涧北区;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;3栋;294户;暂无门店信息
西四环北路137号院;(海淀田村)西四环北路137号院;暂无信息;板楼;暂无信息;暂无信息;暂无信息;4栋;240户;美丽园店/海淀区营慧寺美丽园中路美丽园小区西门底商
六里屯四区;(海淀海淀北部新区)西北旺永丰六里屯;暂无信息;未知类型;暂无信息;暂无信息;暂无信息;11栋;1024户;暂无门店信息
